34.025,29.549,25.77,22.804,19.986,18.345,17.26,16.064,15.147,14.412,13.138,11.052,9.0266,6.9347,21.538,11.286,7.3376,6.7126,4.2353,NaN,NaN
17.338,14.895,11.441,10.025,8.682,8.0883,7.6132,7.4085,7.1504,6.1943,4.961,3.8824,3.0741,3.367,10.759,3.8759,1.3754,2.2094,0.66421,NaN,NaN
